Id,Name,Gender,ZipCode,City,State,Country,Ethnicity,createdBy
1943,Meret Caryyew,Male,98103,Seattle,WA,US,Hispanic / Latinx,Fidan Aliyeva
1944,Sahra Dursunowa,Female,98074,Sammamish,WA,US,Refused/Done Not Know,Andrea Fortuny
1945,Gurbanjemal Atagulyyewa,Female,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1946,Mahri Esenowa,Female,98387,Spanaway,WA,US,Hispanic / Latinx,Fidan Aliyeva
1947,Kakajan Yazgeldiyew,Male,98074,Sammamish,WA,US,Hispanic / Latinx,Aryna Siamashka
1948,Maral Gurbanowa,Female,98125,Seattle,WA,US,Refused/Done Not Know,Aryna Siamashka
1949,Serdar Kakayew,Male,98030,Kent,WA,US,Hispanic / Latinx,Emin Suleymanov
1950,Sapar Gurbandurdyyew,Male,98074,Sammamish,WA,US,Refused/Done Not Know,Emin Suleymanov
1951,Jennet Nazarowa,Female,98052,Redmond,WA,US,Hispanic / Latinx,Aryna Siamashka
1952,Elif Yildiz,Female,98380,Seabeck,WA,US,Refused/Done Not Know,Aryna Siamashka
1953,Derya Ozcan,Gender neutral,98327,Dupont,WA,US,Refused/Done Not Know,Aryna Siamashka
1954,Abdullah Kurt,Male,98422,Tacoma,WA,US,Refused/Done Not Know,Andrea Fortuny
1955,Emel Mert,Female,98055,Renton,WA,US,Refused/Done Not Know,Emin Suleymanov
1956,Ali Yilmaz,Male,98125,Seattle,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1957,Ahmet Ozturk,Male,98387,Spanaway,WA,US,Hispanic / Latinx,Emin Suleymanov
1958,Engin Oguz,Male,98380,Seabeck,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
1959,Faruk Gunes,Male,98371,Puyallup,WA,US,Hispanic / Latinx,Fidan Aliyeva
1960,Faruk Keskin,Male,98002,Auburn,WA,US,Hispanic / Latinx,Emin Suleymanov
1961,Hacer Cetin,Female,98057,Renton,WA,US,Refused/Done Not Know,Emin Suleymanov
1962,Gunay Sen,Gender neutral,98503,Lacey,WA,US,Refused/Done Not Know,Emin Suleymanov
1963,Gokce Aslan,Gender neutral,98387,Spanaway,WA,US,Refused/Done Not Know,Fidan Aliyeva
1964,Hatice Demir,Female,98383,Silverdale,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
1965,Hulya Tekin,Female,98103,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
1966,Fadime Dogan,Female,98115,Seattle,WA,US,Refused/Done Not Know,Adam Puzyna
1967,Hasan Aydin,Male,98038,Maple Valley,WA,US,Refused/Done Not Know,Emin Suleymanov
1968,Huseyin Ozdemir,Male,98422,Tacoma,WA,US,Refused/Done Not Know,Fidan Aliyeva
1969,Merve Demir,Female,98501,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
1970,Emine Sahin,Female,98338,Graham,WA,US,Hispanic / Latinx,Adam Puzyna
1971,Melis Unal,Female,98119,Seattle,WA,US,Hispanic / Latinx,Fidan Aliyeva
1972,Guner Aktas,Gender neutral,98105,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
1973,Ozgur Tekin,Male,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1974,Mahmut Koc,Male,98103,Seattle,WA,US,Hispanic / Latinx,Aryna Siamashka
1975,Havva Kara,Female,98499,Lakewood,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1976,Salih Ozkan,Male,98125,Seattle,WA,US,Hispanic / Latinx,Fidan Aliyeva
1977,Mehmet Yildirim,Male,98371,Puyallup,WA,US,Hispanic / Latinx,Fidan Aliyeva
1978,Fatma Yilmaz,Female,98499,Lakewood,WA,US,Hispanic / Latinx,Aryna Siamashka
1979,Hanife Celik,Female,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1980,Halit Gungor,Male,98119,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
1981,Ozgur Tekin,Gender neutral,98001,Auburn,WA,US,Refused/Done Not Know,Aryna Siamashka
1982,Murat Arslan,Male,98499,Lakewood,WA,US,Hispanic / Latinx,Emin Suleymanov
1983,Taner Keskin,Male,98029,Issaquah,WA,US,Refused/Done Not Know,Adam Puzyna
1984,Omer Dogan,Male,98168,Tukwila,WA,US,Refused/Done Not Know,Adam Puzyna
1985,Ramazan Kilic,Male,98501,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
1986,Ibrahim Kaya,Male,98115,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
1987,Meryem Ozturk,Female,98502,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
1988,Meltem Gumus,Female,98405,Tacoma,WA,US,Refused/Done Not Know,Fidan Aliyeva
1989,Vedat Gumus,Male,98501,Olympia,WA,US,Hispanic / Latinx,Adam Puzyna
1990,Zeliha Arslan,Female,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1991,Yasemin Ozkan,Female,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
1992,Yigit Yalcin,Male,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
1993,Kerem Yavuz,Male,98030,Kent,WA,US,Hispanic / Latinx,Aryna Siamashka
1994,Recep Simsek,Male,98387,Spanaway,WA,US,Hispanic / Latinx,Emin Suleymanov
1995,Serife Yildirim,Female,98055,Renton,WA,US,Refused/Done Not Know,Fidan Aliyeva
1996,Demet Simsek,Female,98499,Lakewood,WA,US,Refused/Done Not Know,Aryna Siamashka
1997,Tuna Cakir,Gender neutral,98503,Lacey,WA,US,Refused/Done Not Know,Fidan Aliyeva
1998,Esra Turan,Female,98516,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
1999,Pinar Karaca,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2000,Turgay Elmas,Male,98502,Olympia,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2001,Safak Korkmaz,Gender neutral,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2002,Yuksel Bulut,Gender neutral,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2003,Ayse Guler,Female,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2004,Seyhan Can,Gender neutral,98105,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
2005,Olcay Yavuz,Gender neutral,98467,University Place,WA,US,Refused/Done Not Know,Adam Puzyna
2006,Sultan Ozdemir,Female,98312,Bremerton,WA,US,Refused/Done Not Know,Fidan Aliyeva
2007,Zehra Aydin,Female,98327,Dupont,WA,US,Refused/Done Not Know,Emin Suleymanov
2008,Zeynep Koc,Female,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2009,Yusuf Celik,Male,98387,Spanaway,WA,US,Hispanic / Latinx,Adam Puzyna
2010,Daniel Mengestab,Male,98119,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
2011,Aleganesh Mihertab,Female,98312,Bremerton,WA,US,Refused/Done Not Know,Andrea Fortuny
2012,Eden Berhe,Female,98589,Tenino,WA,US,Refused/Done Not Know,Andrea Fortuny
2013,Abreham Wolday,Male,98503,Lacey,WA,US,Refused/Done Not Know,Adam Puzyna
2014,Kiros Teklay,Male,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2015,Asmerom Ambaye,Male,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2016,Habtu Michael,Male,98391,Bonney Lake,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2017,Hiwot Gebre Gergis,Female,98042,Covington,WA,US,Refused/Done Not Know,Emin Suleymanov
2018,Wolde Mariam Girmay,Male,98052,Redmond,WA,US,Refused/Done Not Know,Emin Suleymanov
2019,Amleset Fitwi,Female,98112,Seattle,WA,US,Refused/Done Not Know,Aryna Siamashka
2020,Kidane Tsehaye,Male,98055,Renton,WA,US,Hispanic / Latinx,Fidan Aliyeva
2021,Tsehayetu Abera,Female,98499,Lakewood,WA,US,Refused/Done Not Know,Adam Puzyna
2022,Yordanos Tesfaye,Female,98327,Dupont,WA,US,Hispanic / Latinx,Aryna Siamashka
2023,Winta Asemelash,Female,98391,Bonney Lake,WA,US,Hispanic / Latinx,Andrea Fortuny
2024,Gebre Egziabher  Wolde Mariam,Male,98380,Seabeck,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2025,YishaK Epherem,Male,98371,Puyallup,WA,US,Hispanic / Latinx,Andrea Fortuny
2026,Kahsay Bereket,Male,98391,Bonney Lake,WA,US,Refused/Done Not Know,Aryna Siamashka
2027,Meaza Goitom,Female,98383,Silverdale,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2028,Aberehet Gebre Tsadik,Female,98371,Puyallup,WA,US,Hispanic / Latinx,Fidan Aliyeva
2029,Danaite Alemseged,Female,98033,Kirkland,WA,US,Hispanic / Latinx,Andrea Fortuny
2030,Chaniporn Jetjirawat,Female,98506,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
2031,Kanok Kanakorn,Gender neutral,98422,Tacoma,WA,US,Hispanic / Latinx,Fidan Aliyeva
2032,Amara Tuntayakul,Gender neutral,98502,Olympia,WA,US,Hispanic / Latinx,Adam Puzyna
2033,Chaiyond Thammanon,Male,98422,Tacoma,WA,US,Hispanic / Latinx,Aryna Siamashka
2034,Dusit Submongkon,Male,98074,Sammamish,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2035,Athitarn Wattanapanit,Gender neutral,98101,Black Diamond,WA,US,Hispanic / Latinx,Aryna Siamashka
2036,Chanoknat Santisakul,Female,98022,Enumclaw,WA,US,Hispanic / Latinx,Aryna Siamashka
2037,Jitrin Suramongkol,Gender neutral,98502,Olympia,WA,US,Hispanic / Latinx,Adam Puzyna
2038,Akaraporn Chaiprasit,Female,98501,Olympia,WA,US,Refused/Done Not Know,Adam Puzyna
2039,Chompunut Wattana,Female,98103,Seattle,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2040,Budsaba Praphasirirat,Female,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2041,Chanok Rattanakoson,Gender neutral,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2042,Chuan Suttirat,Male,98032,Kent,WA,US,Refused/Done Not Know,Aryna Siamashka
2043,Amporn Boonluang,Female,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2044,Kittikorn Pornpipatpong,Male,98115,Seattle,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2045,Kwanjai Kongkatitum,Female,98372,Puyallup,WA,US,Refused/Done Not Know,Andrea Fortuny
2046,Naiyana Kanakorn,Female,98001,Auburn,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2047,Chati Songprawati,Male,98380,Seabeck,WA,US,Refused/Done Not Know,Aryna Siamashka
2048,Mingkwan Thammanon,Gender neutral,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2049,Dollaya Kadesadayurat,Female,98029,Issaquah,WA,US,Hispanic / Latinx,Fidan Aliyeva
2050,Kwanchai Thumying,Male,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2051,Damrong Sriwarunyu,Male,98380,Seabeck,WA,US,Refused/Done Not Know,Andrea Fortuny
2052,Pimchanok Orawan,Female,98405,Tacoma,WA,US,Refused/Done Not Know,Emin Suleymanov
2053,Korakod Santisakul,Gender neutral,98002,Auburn,WA,US,Hispanic / Latinx,Andrea Fortuny
2054,Nat Rattanakoson,Gender neutral,98105,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
2055,Patchara Sakda,Male,98516,Olympia,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2056,Sunya Verawatra,Male,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2057,Krit Puntasima,Male,98042,Covington,WA,US,Refused/Done Not Know,Aryna Siamashka
2058,Pisha Leelapun,Gender neutral,98499,Lakewood,WA,US,Hispanic / Latinx,Andrea Fortuny
2059,Sunisa Atitarn,Female,98503,Lacey,WA,US,Hispanic / Latinx,Aryna Siamashka
2060,Chayapa Chaisurivirat,Female,98502,Olympia,WA,US,Hispanic / Latinx,Aryna Siamashka
2061,Suchaow Somwanna,Male,98101,Black Diamond,WA,US,Hispanic / Latinx,Emin Suleymanov
2062,Suttida Bunyasarn,Female,98383,Silverdale,WA,US,Refused/Done Not Know,Andrea Fortuny
2063,Wichid Sriwarunyu,Gender neutral,98101,Black Diamond,WA,US,Hispanic / Latinx,Aryna Siamashka
2064,Nattaporn Mookjai,Female,98516,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
2065,Nopadon Santisakul,Male,98467,University Place,WA,US,Refused/Done Not Know,Aryna Siamashka
2066,Orapan Suramongkol,Female,98112,Seattle,WA,US,Refused/Done Not Know,Aryna Siamashka
2067,Duangrat Supitayaporn,Female,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2068,Nopparat Udomprecha,Male,98112,Seattle,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2069,Klaharn Suttirat,Male,98502,Olympia,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2070,Paradorn Rojanong,Male,98042,Covington,WA,US,Refused/Done Not Know,Andrea Fortuny
2071,Prasong Wattanapanit,Male,98103,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
2072,Nuntida Wilapana,Female,98380,Seabeck,WA,US,Hispanic / Latinx,Emin Suleymanov
2073,Patsaporn Tippawan,Female,98001,Auburn,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2074,Naowarat Kurusarttra,Female,98387,Spanaway,WA,US,Refused/Done Not Know,Emin Suleymanov
2075,Akkarat  Leelapun,Male,98022,Enumclaw,WA,US,Hispanic / Latinx,Aryna Siamashka
2076,Preecha Nantakarn,Male,98516,Olympia,WA,US,Hispanic / Latinx,Adam Puzyna
2077,Khajee Kitjakarn,Female,98033,Kirkland,WA,US,Refused/Done Not Know,Emin Suleymanov
2078,Punyaa Mookjai,Male,98119,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
2079,Mano Tuntayakul,Male,98125,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2080,Sangrawee Aromdee,Female,98033,Kirkland,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2081,Promporn Neungluthai,Female,98391,Bonney Lake,WA,US,Refused/Done Not Know,Andrea Fortuny
2082,Premwadee Oraphan,Female,98516,Olympia,WA,US,Refused/Done Not Know,Adam Puzyna
2083,Panit Rattanakoson,Male,98391,Bonney Lake,WA,US,Refused/Done Not Know,Adam Puzyna
2084,Kiettisuk Pornpradub,Male,98032,Kent,WA,US,Refused/Done Not Know,Fidan Aliyeva
2085,Jettrin Vijitwanitch,Male,98105,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
2086,Malee Kongsangchai,Female,98312,Bremerton,WA,US,Refused/Done Not Know,Adam Puzyna
2087,Niwat Punyawong,Male,98057,Renton,WA,US,Hispanic / Latinx,Andrea Fortuny
2088,Jamuna Gurram,Female,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2089,Sushma Sastri,Female,98589,Tenino,WA,US,Hispanic / Latinx,Andrea Fortuny
2090,Venkatesh Kona,Male,98467,University Place,WA,US,Refused/Done Not Know,Emin Suleymanov
2091,Bharat Voleti,Male,98055,Renton,WA,US,Refused/Done Not Know,Emin Suleymanov
2092,Janaki Kavuri,Female,98387,Spanaway,WA,US,Hispanic / Latinx,Andrea Fortuny
2093,Padma Paketi,Female,98501,Olympia,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2094,Bhavya Davuluri,Female,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2095,Naresh Gouda,Male,98372,Puyallup,WA,US,Hispanic / Latinx,Fidan Aliyeva
2096,Leela Nomula,Female,98338,Graham,WA,US,Refused/Done Not Know,Andrea Fortuny
2097,Gowri Kalluri,Female,98327,Dupont,WA,US,Refused/Done Not Know,Aryna Siamashka
2098,Suresh Pasupuleti,Male,98503,Lacey,WA,US,Hispanic / Latinx,Emin Suleymanov
2099,Abhiram Allu,Male,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2100,Sarathy Gullapalli,Male,98501,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
2101,Bhargav Paruchuri,Male,98516,Olympia,WA,US,Hispanic / Latinx,Adam Puzyna
2102,Archana Ponnala,Female,98383,Silverdale,WA,US,Refused/Done Not Know,Emin Suleymanov
2103,Dileep Patnam,Male,98499,Lakewood,WA,US,Hispanic / Latinx,Fidan Aliyeva
2104,Anitha Thota,Female,98589,Tenino,WA,US,Hispanic / Latinx,Adam Puzyna
2105,Parimala Mullapudi,Female,98506,Olympia,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2106,Safin Aivar Ilsur uly,Male,98338,Graham,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2107,Karagulov Airat Nazim uly,Male,98032,Kent,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2108,Davletova Alsu Rauf kyzy,Female,98501,Olympia,WA,US,Refused/Done Not Know,Fidan Aliyeva
2109,Tukaev Fidan Khalit uly,Male,98001,Auburn,WA,US,Hispanic / Latinx,Emin Suleymanov
2110,Kulsarina Gulnur Marsel kyzy,Female,98338,Graham,WA,US,Refused/Done Not Know,Adam Puzyna
2111,Gareeva Rezeda Mansur kyzy,Female,98022,Enumclaw,WA,US,Refused/Done Not Know,Emin Suleymanov
2112,Ismaguilov Marat Niyaz uly,Male,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2113,Miftakhov Rail Fanzil uly,Male,98467,University Place,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2114,Ibraguimova Guzel Munir kyzy,Female,98022,Enumclaw,WA,US,Refused/Done Not Know,Adam Puzyna
2115,Gadelshina Elvira Minigali kyzy,Female,98168,Tukwila,WA,US,Refused/Done Not Know,Fidan Aliyeva
2116,Lutfullina Zulfia Ural kyzy,Female,98387,Spanaway,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2117,Shakirova Zemfira Ishbulat kyzy,Female,98052,Redmond,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2118,Abdrakhmanova Albina Salim kyzy,Female,98119,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
2119,Mukhametov Ilfir Irek uly,Male,98022,Enumclaw,WA,US,Hispanic / Latinx,Fidan Aliyeva
2120,Maxutov Ilyas Sabir uly,Male,98312,Bremerton,WA,US,Refused/Done Not Know,Andrea Fortuny
2121,Muratshina Leisan Ilgiz kyzy,Female,98101,Black Diamond,WA,US,Refused/Done Not Know,Fidan Aliyeva
2122,Rayanov Vener Bulat uly,Male,98312,Bremerton,WA,US,Hispanic / Latinx,Adam Puzyna
2123,Sharipov Timur Takhir uly,Male,98103,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
2124,Nabieva Marfuga Nagim kyzy,Female,98506,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
2125,Kashapov Azat Rishat uly,Male,98501,Olympia,WA,US,Refused/Done Not Know,Andrea Fortuny
2126,Bhuvananaathan Bhaskaran,Male,98029,Issaquah,WA,US,Hispanic / Latinx,Aryna Siamashka
2127,Ginnypriya Pratheesh,Female,98112,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
2128,Pratheesh Karuppan,Male,98119,Seattle,WA,US,Hispanic / Latinx,Aryna Siamashka
2129,Aralai Avira,Female,98312,Bremerton,WA,US,Hispanic / Latinx,Adam Puzyna
2130,Mulari Maalimi,Female,98103,Seattle,WA,US,Hispanic / Latinx,Emin Suleymanov
2131,Poomalai Jotheesh,Male,98042,Covington,WA,US,Hispanic / Latinx,Fidan Aliyeva
2132,Anju Magi,Male,98383,Silverdale,WA,US,Hispanic / Latinx,Adam Puzyna
2133,Vaini Vizhi,Female,98516,Olympia,WA,US,Refused/Done Not Know,Emin Suleymanov
2134,Kalendran Babu,Male,98101,Black Diamond,WA,US,Refused/Done Not Know,Adam Puzyna
2135,Krishnaprabha Nachini,Female,98502,Olympia,WA,US,Refused/Done Not Know,Aryna Siamashka
2136,Sathyaram Aadharsan,Male,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2137,Joshua Harunkumar,Male,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2138,Venuga Niroojan,Male,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2139,Veni Kandavel,Female,98112,Seattle,WA,US,Refused/Done Not Know,Andrea Fortuny
2140,Revan Sasidhan,Male,98312,Bremerton,WA,US,Hispanic / Latinx,Aryna Siamashka
2141,Swasmitha Rajkumar,Female,98391,Bonney Lake,WA,US,Hispanic / Latinx,Aryna Siamashka
2142,Mugai Veeya,Female,98409,Tacoma,WA,US,Refused/Done Not Know,Adam Puzyna
2143,Arappillai Kousi,Male,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2144,Anicha Arali,Female,98589,Tenino,WA,US,Refused/Done Not Know,Emin Suleymanov
2145,Saarunya Rajasekar,Female,98516,Olympia,WA,US,Hispanic / Latinx,Adam Puzyna
2146,Manizha Qurboniyon,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2147,Komil Usmonzoda,Male,98029,Issaquah,WA,US,Refused/Done Not Know,Aryna Siamashka
2148,Farrukh Huseynov,Male,98338,Graham,WA,US,Refused/Done Not Know,Adam Puzyna
2149,Abdullo Kholov,Male,98101,Black Diamond,WA,US,Refused/Done Not Know,Emin Suleymanov
2150,Dilbar Latifova,Female,98105,Seattle,WA,US,Refused/Done Not Know,Fidan Aliyeva
2151,Nilufar Muhammad,Female,98115,Seattle,WA,US,Hispanic / Latinx,Fidan Aliyeva
2152,Shavkat Rustamov,Male,98168,Tukwila,WA,US,Hispanic / Latinx,Emin Suleymanov
2153,Lola Murodova,Female,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2154,Tahmina Boqizoda,Female,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2155,Somon Ibrohimov,Male,98327,Dupont,WA,US,Refused/Done Not Know,Emin Suleymanov
2156,Gulchehra Rahimi,Female,98055,Renton,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2157,Bakhtiyor Sultonov,Male,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2158,Eraj Sharifi,Male,98052,Redmond,WA,US,Refused/Done Not Know,Fidan Aliyeva
2159,Nigora Ismoilova,Female,98327,Dupont,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2160,Manuchehr Aminzoda,Male,98112,Seattle,WA,US,Hispanic / Latinx,Adam Puzyna
2161,Siyovush Hakimov,Male,98383,Silverdale,WA,US,Non-Hispanic / Non-Latinx,Adam Puzyna
2162,Komil Amonzoda,Male,98372,Puyallup,WA,US,Refused/Done Not Know,Adam Puzyna
2163,Ramziya Alieva,Female,98002,Auburn,WA,US,Hispanic / Latinx,Emin Suleymanov
2164,Nargis Kabirova,Female,98105,Seattle,WA,US,Hispanic / Latinx,Andrea Fortuny
2165,Madina Qodiri,Female,98589,Tenino,WA,US,Refused/Done Not Know,Emin Suleymanov
2166,Josef Nilsson,Male,98103,Seattle,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2167,Jeanette Berggren,Female,98030,Kent,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2168,Erik Axelsson,Male,98002,Auburn,WA,US,Refused/Done Not Know,Emin Suleymanov
2169,Alexander Lund,Male,98338,Graham,WA,US,Hispanic / Latinx,Aryna Siamashka
2170,Diana Bergqvist,Female,98042,Covington,WA,US,Refused/Done Not Know,Aryna Siamashka
2171,Gabriella Göransson,Female,98405,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2172,Allan Sandberg,Male,98030,Kent,WA,US,Refused/Done Not Know,Andrea Fortuny
2173,Kalle Söderberg,Male,98380,Seabeck,WA,US,Refused/Done Not Know,Andrea Fortuny
2174,Egon Nilsson,Male,98387,Spanaway,WA,US,Refused/Done Not Know,Aryna Siamashka
2175,Hillevi Bengtsson,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2176,Christian Forsberg,Male,98371,Puyallup,WA,US,Hispanic / Latinx,Aryna Siamashka
2177,Elisabeth Eriksson,Female,98383,Silverdale,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2178,Artur Nyberg,Male,98052,Redmond,WA,US,Hispanic / Latinx,Fidan Aliyeva
2179,Erna Nilsson,Female,98168,Tukwila,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2180,Kettil Berggren,Male,98371,Puyallup,WA,US,Hispanic / Latinx,Fidan Aliyeva
2181,Noel Svensson,Male,98409,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
2182,Marc Göransson,Male,98506,Olympia,WA,US,Refused/Done Not Know,Adam Puzyna
2183,Sofie Carlsson,Female,98125,Seattle,WA,US,Refused/Done Not Know,Emin Suleymanov
2184,Jens Persson,Male,98502,Olympia,WA,US,Hispanic / Latinx,Fidan Aliyeva
2185,Sarah Andersson,Female,98312,Bremerton,WA,US,Refused/Done Not Know,Fidan Aliyeva
2186,Ruth Olsson,Female,98101,Black Diamond,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2187,Anthon Berggren,Male,98312,Bremerton,WA,US,Hispanic / Latinx,Aryna Siamashka
2188,Sanna Hansson,Female,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2189,Anna Hedlund,Female,98589,Tenino,WA,US,Hispanic / Latinx,Fidan Aliyeva
2190,Mira Magnusson,Female,98002,Auburn,WA,US,Non-Hispanic / Non-Latinx,Aryna Siamashka
2191,Naima Larsson,Female,98502,Olympia,WA,US,Hispanic / Latinx,Emin Suleymanov
2192,Martina Lundberg,Female,98387,Spanaway,WA,US,Hispanic / Latinx,Fidan Aliyeva
2193,Mikaela Jakobsson,Female,98387,Spanaway,WA,US,Refused/Done Not Know,Aryna Siamashka
2194,Jesper Jakobsson,Male,98029,Issaquah,WA,US,Hispanic / Latinx,Aryna Siamashka
2195,Staffan Bergqvist,Male,98103,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2196,Viktor Magnusson,Male,98119,Seattle,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2197,Martina Mattsson,Female,98022,Enumclaw,WA,US,Refused/Done Not Know,Emin Suleymanov
2198,Selma Åstrom,Female,98589,Tenino,WA,US,Hispanic / Latinx,Fidan Aliyeva
2199,Stella Johansson,Female,98042,Covington,WA,US,Non-Hispanic / Non-Latinx,Andrea Fortuny
2200,Willy Mårtensson,Male,98422,Tacoma,WA,US,Hispanic / Latinx,Adam Puzyna
2201,Niklas Bengtsson,Male,98371,Puyallup,WA,US,Hispanic / Latinx,Emin Suleymanov
2202,Medina Petersson,Female,98422,Tacoma,WA,US,Non-Hispanic / Non-Latinx,Emin Suleymanov
2203,Veronika Berg,Female,98391,Bonney Lake,WA,US,Non-Hispanic / Non-Latinx,Fidan Aliyeva
